Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo
AMBOS SEXOS,Soria,06 COMERCIO Y MARKETING,0.0,BASICO
AMBOS SEXOS,Soria,Servicios comerciales,0.0,BASICO
AMBOS SEXOS,Soria,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,Soria,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,Soria,08 ELECTRICIDAD Y ELECTRÓNICA,4.0,BASICO
AMBOS SEXOS,Soria,Electricidad y electrónica,4.0,BASICO
AMBOS SEXOS,Soria,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Soria,10 FABRICACIÓN MECÁNICA,0.0,BASICO
AMBOS SEXOS,Soria,Fabricación de elementos metálicos,0.0,BASICO
AMBOS SEXOS,Soria,Fabricación y montaje,0.0,BASICO
AMBOS SEXOS,Soria,11 HOSTELERÍA Y TURISMO,12.0,BASICO
AMBOS SEXOS,Soria,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Soria,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Soria,Cocina y restauración,12.0,BASICO
AMBOS SEXOS,Soria,12 IMAGEN PERSONAL,5.0,BASICO
AMBOS SEXOS,Soria,Peluquería y estética,5.0,BASICO
AMBOS SEXOS,Soria,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO
AMBOS SEXOS,Soria,Industrias alimentarias,0.0,BASICO
AMBOS SEXOS,Soria,16 INFORMÁTICA Y COMUNICACIONES,4.0,BASICO
AMBOS SEXOS,Soria,Informática de oficina,4.0,BASICO
AMBOS SEXOS,Soria,Informática y comunicaciones,0.0,BASICO
AMBOS SEXOS,Soria,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Soria,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Soria,"18 MADERA, MUEBLE Y CORCHO",0.0,BASICO
AMBOS SEXOS,Soria,Carpintería y mueble,0.0,BASICO
AMBOS SEXOS,Soria,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Soria,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Soria,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Soria,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Soria,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO
AMBOS SEXOS,Soria,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO
AMBOS SEXOS,Soria,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Soria,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,7.0,BASICO
AMBOS SEXOS,Soria,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Soria,Mantenimiento de vehículos,7.0,BASICO
AMBOS SEXOS,Soria,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,Soria,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,Valladolid,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO
AMBOS SEXOS,Valladolid,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO
AMBOS SEXOS,Valladolid,02 ADMINISTRACIÓN Y GESTIÓN,31.0,BASICO
AMBOS SEXOS,Valladolid,Servicios administrativos,31.0,BASICO
AMBOS SEXOS,Valladolid,03 AGRARIA,1.0,BASICO
AMBOS SEXOS,Valladolid,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,Valladolid,Agro-jardinería y composiciones florales,1.0,BASICO
AMBOS SEXOS,Valladolid,Aprovechamientos forestales,0.0,BASICO
AMBOS SEXOS,Valladolid,04 ARTES GRÁFICAS,0.0,BASICO
AMBOS SEXOS,Valladolid,Artes gráficas,0.0,BASICO
AMBOS SEXOS,Valladolid,06 COMERCIO Y MARKETING,15.0,BASICO
AMBOS SEXOS,Valladolid,Servicios comerciales,15.0,BASICO
AMBOS SEXOS,Valladolid,07 EDIFICACIÓN Y OBRA CIVIL,3.0,BASICO
AMBOS SEXOS,Valladolid,Reforma y mantenimiento de edificios,3.0,BASICO
AMBOS SEXOS,Valladolid,08 ELECTRICIDAD Y ELECTRÓNICA,42.0,BASICO
AMBOS SEXOS,Valladolid,Electricidad y electrónica,42.0,BASICO
AMBOS SEXOS,Valladolid,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Valladolid,10 FABRICACIÓN MECÁNICA,16.0,BASICO
AMBOS SEXOS,Valladolid,Fabricación de elementos metálicos,8.0,BASICO
AMBOS SEXOS,Valladolid,Fabricación y montaje,8.0,BASICO
AMBOS SEXOS,Valladolid,11 HOSTELERÍA Y TURISMO,9.0,BASICO
AMBOS SEXOS,Valladolid,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Valladolid,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Valladolid,Cocina y restauración,9.0,BASICO
AMBOS SEXOS,Valladolid,12 IMAGEN PERSONAL,20.0,BASICO
AMBOS SEXOS,Valladolid,Peluquería y estética,20.0,BASICO
AMBOS SEXOS,Valladolid,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO
AMBOS SEXOS,Valladolid,Industrias alimentarias,0.0,BASICO
AMBOS SEXOS,Valladolid,16 INFORMÁTICA Y COMUNICACIONES,12.0,BASICO
AMBOS SEXOS,Valladolid,Informática de oficina,0.0,BASICO
AMBOS SEXOS,Valladolid,Informática y comunicaciones,12.0,BASICO
AMBOS SEXOS,Valladolid,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Valladolid,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Valladolid,"18 MADERA, MUEBLE Y CORCHO",6.0,BASICO
AMBOS SEXOS,Valladolid,Carpintería y mueble,6.0,BASICO
AMBOS SEXOS,Valladolid,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Valladolid,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Valladolid,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Valladolid,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Valladolid,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO
AMBOS SEXOS,Valladolid,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO
AMBOS SEXOS,Valladolid,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Valladolid,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,31.0,BASICO
AMBOS SEXOS,Valladolid,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Valladolid,Mantenimiento de vehículos,31.0,BASICO
AMBOS SEXOS,Valladolid,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,Valladolid,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,Zamora,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO
AMBOS SEXOS,Zamora,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO
AMBOS SEXOS,Zamora,02 ADMINISTRACIÓN Y GESTIÓN,11.0,BASICO
AMBOS SEXOS,Zamora,Servicios administrativos,11.0,BASICO
AMBOS SEXOS,Zamora,03 AGRARIA,3.0,BASICO
AMBOS SEXOS,Zamora,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,Zamora,Agro-jardinería y composiciones florales,0.0,BASICO
AMBOS SEXOS,Zamora,Aprovechamientos forestales,3.0,BASICO
AMBOS SEXOS,Zamora,04 ARTES GRÁFICAS,0.0,BASICO
AMBOS SEXOS,Zamora,Artes gráficas,0.0,BASICO
AMBOS SEXOS,Zamora,06 COMERCIO Y MARKETING,0.0,BASICO
AMBOS SEXOS,Zamora,Servicios comerciales,0.0,BASICO
AMBOS SEXOS,Zamora,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,Zamora,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,Zamora,08 ELECTRICIDAD Y ELECTRÓNICA,8.0,BASICO
AMBOS SEXOS,Zamora,Electricidad y electrónica,8.0,BASICO
AMBOS SEXOS,Zamora,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Zamora,10 FABRICACIÓN MECÁNICA,16.0,BASICO
AMBOS SEXOS,Zamora,Fabricación de elementos metálicos,0.0,BASICO
AMBOS SEXOS,Zamora,Fabricación y montaje,16.0,BASICO
AMBOS SEXOS,Zamora,11 HOSTELERÍA Y TURISMO,7.0,BASICO
AMBOS SEXOS,Zamora,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Zamora,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Zamora,Cocina y restauración,7.0,BASICO
AMBOS SEXOS,Zamora,12 IMAGEN PERSONAL,4.0,BASICO
AMBOS SEXOS,Zamora,Peluquería y estética,4.0,BASICO
AMBOS SEXOS,Zamora,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO
AMBOS SEXOS,Zamora,Industrias alimentarias,0.0,BASICO
AMBOS SEXOS,Zamora,16 INFORMÁTICA Y COMUNICACIONES,2.0,BASICO
AMBOS SEXOS,Zamora,Informática de oficina,0.0,BASICO
AMBOS SEXOS,Zamora,Informática y comunicaciones,2.0,BASICO
AMBOS SEXOS,Zamora,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Zamora,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Zamora,"18 MADERA, MUEBLE Y CORCHO",2.0,BASICO
AMBOS SEXOS,Zamora,Carpintería y mueble,2.0,BASICO
AMBOS SEXOS,Zamora,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Zamora,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Zamora,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Zamora,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Zamora,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO
AMBOS SEXOS,Zamora,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO
AMBOS SEXOS,Zamora,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Zamora,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,6.0,BASICO
AMBOS SEXOS,Zamora,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Zamora,Mantenimiento de vehículos,6.0,BASICO
AMBOS SEXOS,Zamora,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,Zamora,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,18.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Acceso y Conservación en Instalaciones Deportivas,18.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,02 ADMINISTRACIÓN Y GESTIÓN,229.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Servicios administrativos,229.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,03 AGRARIA,59.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Agro-jardinería y composiciones florales,32.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Aprovechamientos forestales,27.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,04 ARTES GRÁFICAS,8.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Artes gráficas,8.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,06 COMERCIO Y MARKETING,82.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Servicios comerciales,82.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,08 ELECTRICIDAD Y ELECTRÓNICA,211.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Electricidad y electrónica,211.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,10 FABRICACIÓN MECÁNICA,53.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Fabricación de elementos metálicos,6.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Fabricación y montaje,47.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,11 HOSTELERÍA Y TURISMO,110.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Actividades de panadería y pastelería,4.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Alojamiento y lavandería,2.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cocina y restauración,104.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,12 IMAGEN PERSONAL,99.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Peluquería y estética,99.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,14 INDUSTRIAS ALIMENTARIAS,9.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Industrias alimentarias,9.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,16 INFORMÁTICA Y COMUNICACIONES,368.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Informática de oficina,200.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Informática y comunicaciones,168.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"18 MADERA, MUEBLE Y CORCHO",9.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Carpintería y mueble,9.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"24 TEXTIL, CONFECCIÓN Y PIEL",4.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Arreglo y reparación de artículos textiles y de piel,4.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,93.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento de vehículos,93.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,Albacete,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO
AMBOS SEXOS,Albacete,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO
AMBOS SEXOS,Albacete,02 ADMINISTRACIÓN Y GESTIÓN,58.0,BASICO
AMBOS SEXOS,Albacete,Servicios administrativos,58.0,BASICO
AMBOS SEXOS,Albacete,03 AGRARIA,5.0,BASICO
AMBOS SEXOS,Albacete,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,Albacete,Agro-jardinería y composiciones florales,0.0,BASICO
AMBOS SEXOS,Albacete,Aprovechamientos forestales,5.0,BASICO
AMBOS SEXOS,Albacete,04 ARTES GRÁFICAS,0.0,BASICO
AMBOS SEXOS,Albacete,Artes gráficas,0.0,BASICO
AMBOS SEXOS,Albacete,06 COMERCIO Y MARKETING,6.0,BASICO
AMBOS SEXOS,Albacete,Servicios comerciales,6.0,BASICO
AMBOS SEXOS,Albacete,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,Albacete,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,Albacete,08 ELECTRICIDAD Y ELECTRÓNICA,52.0,BASICO
AMBOS SEXOS,Albacete,Electricidad y electrónica,52.0,BASICO
AMBOS SEXOS,Albacete,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Albacete,10 FABRICACIÓN MECÁNICA,17.0,BASICO
AMBOS SEXOS,Albacete,Fabricación de elementos metálicos,0.0,BASICO
AMBOS SEXOS,Albacete,Fabricación y montaje,17.0,BASICO
AMBOS SEXOS,Albacete,11 HOSTELERÍA Y TURISMO,4.0,BASICO
AMBOS SEXOS,Albacete,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Albacete,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Albacete,Cocina y restauración,4.0,BASICO
AMBOS SEXOS,Albacete,12 IMAGEN PERSONAL,11.0,BASICO
AMBOS SEXOS,Albacete,Peluquería y estética,11.0,BASICO
AMBOS SEXOS,Albacete,14 INDUSTRIAS ALIMENTARIAS,9.0,BASICO
AMBOS SEXOS,Albacete,Industrias alimentarias,9.0,BASICO
AMBOS SEXOS,Albacete,16 INFORMÁTICA Y COMUNICACIONES,53.0,BASICO
AMBOS SEXOS,Albacete,Informática de oficina,53.0,BASICO
AMBOS SEXOS,Albacete,Informática y comunicaciones,0.0,BASICO
AMBOS SEXOS,Albacete,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Albacete,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Albacete,"18 MADERA, MUEBLE Y CORCHO",2.0,BASICO
AMBOS SEXOS,Albacete,Carpintería y mueble,2.0,BASICO
AMBOS SEXOS,Albacete,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Albacete,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Albacete,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Albacete,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Albacete,"24 TEXTIL, CONFECCIÓN Y PIEL",4.0,BASICO
AMBOS SEXOS,Albacete,Arreglo y reparación de artículos textiles y de piel,4.0,BASICO
AMBOS SEXOS,Albacete,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Albacete,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,17.0,BASICO
AMBOS SEXOS,Albacete,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Albacete,Mantenimiento de vehículos,17.0,BASICO
AMBOS SEXOS,Albacete,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,Albacete,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,Ciudad Real,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO
AMBOS SEXOS,Ciudad Real,02 ADMINISTRACIÓN Y GESTIÓN,32.0,BASICO
AMBOS SEXOS,Ciudad Real,Servicios administrativos,32.0,BASICO
AMBOS SEXOS,Ciudad Real,03 AGRARIA,17.0,BASICO
AMBOS SEXOS,Ciudad Real,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Agro-jardinería y composiciones florales,17.0,BASICO
AMBOS SEXOS,Ciudad Real,Aprovechamientos forestales,0.0,BASICO
AMBOS SEXOS,Ciudad Real,04 ARTES GRÁFICAS,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Artes gráficas,0.0,BASICO
AMBOS SEXOS,Ciudad Real,06 COMERCIO Y MARKETING,10.0,BASICO
AMBOS SEXOS,Ciudad Real,Servicios comerciales,10.0,BASICO
AMBOS SEXOS,Ciudad Real,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,Ciudad Real,08 ELECTRICIDAD Y ELECTRÓNICA,64.0,BASICO
AMBOS SEXOS,Ciudad Real,Electricidad y electrónica,64.0,BASICO
AMBOS SEXOS,Ciudad Real,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Ciudad Real,10 FABRICACIÓN MECÁNICA,7.0,BASICO
AMBOS SEXOS,Ciudad Real,Fabricación de elementos metálicos,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Fabricación y montaje,7.0,BASICO
AMBOS SEXOS,Ciudad Real,11 HOSTELERÍA Y TURISMO,30.0,BASICO
AMBOS SEXOS,Ciudad Real,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Cocina y restauración,30.0,BASICO
AMBOS SEXOS,Ciudad Real,12 IMAGEN PERSONAL,27.0,BASICO
AMBOS SEXOS,Ciudad Real,Peluquería y estética,27.0,BASICO
AMBOS SEXOS,Ciudad Real,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Industrias alimentarias,0.0,BASICO
AMBOS SEXOS,Ciudad Real,16 INFORMÁTICA Y COMUNICACIONES,72.0,BASICO
AMBOS SEXOS,Ciudad Real,Informática de oficina,22.0,BASICO
AMBOS SEXOS,Ciudad Real,Informática y comunicaciones,50.0,BASICO
AMBOS SEXOS,Ciudad Real,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Ciudad Real,"18 MADERA, MUEBLE Y CORCHO",4.0,BASICO
AMBOS SEXOS,Ciudad Real,Carpintería y mueble,4.0,BASICO
AMBOS SEXOS,Ciudad Real,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Ciudad Real,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Ciudad Real,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO
AMBOS SEXOS,Ciudad Real,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Ciudad Real,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,33.0,BASICO
AMBOS SEXOS,Ciudad Real,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Mantenimiento de vehículos,33.0,BASICO
AMBOS SEXOS,Ciudad Real,26 VIDRIO Y CERÁMICA,0.0,BASICO
AMBOS SEXOS,Ciudad Real,Vidriería y alfarería,0.0,BASICO
AMBOS SEXOS,Cuenca,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,BASICO
AMBOS SEXOS,Cuenca,Acceso y Conservación en Instalaciones Deportivas,0.0,BASICO
AMBOS SEXOS,Cuenca,02 ADMINISTRACIÓN Y GESTIÓN,1.0,BASICO
AMBOS SEXOS,Cuenca,Servicios administrativos,1.0,BASICO
AMBOS SEXOS,Cuenca,03 AGRARIA,0.0,BASICO
AMBOS SEXOS,Cuenca,Actividades agropecuarias,0.0,BASICO
AMBOS SEXOS,Cuenca,Agro-jardinería y composiciones florales,0.0,BASICO
AMBOS SEXOS,Cuenca,Aprovechamientos forestales,0.0,BASICO
AMBOS SEXOS,Cuenca,04 ARTES GRÁFICAS,0.0,BASICO
AMBOS SEXOS,Cuenca,Artes gráficas,0.0,BASICO
AMBOS SEXOS,Cuenca,06 COMERCIO Y MARKETING,23.0,BASICO
AMBOS SEXOS,Cuenca,Servicios comerciales,23.0,BASICO
AMBOS SEXOS,Cuenca,07 EDIFICACIÓN Y OBRA CIVIL,0.0,BASICO
AMBOS SEXOS,Cuenca,Reforma y mantenimiento de edificios,0.0,BASICO
AMBOS SEXOS,Cuenca,08 ELECTRICIDAD Y ELECTRÓNICA,7.0,BASICO
AMBOS SEXOS,Cuenca,Electricidad y electrónica,7.0,BASICO
AMBOS SEXOS,Cuenca,Instalaciones electrotécnicas y mecánica,0.0,BASICO
AMBOS SEXOS,Cuenca,10 FABRICACIÓN MECÁNICA,0.0,BASICO
AMBOS SEXOS,Cuenca,Fabricación de elementos metálicos,0.0,BASICO
AMBOS SEXOS,Cuenca,Fabricación y montaje,0.0,BASICO
AMBOS SEXOS,Cuenca,11 HOSTELERÍA Y TURISMO,9.0,BASICO
AMBOS SEXOS,Cuenca,Actividades de panadería y pastelería,0.0,BASICO
AMBOS SEXOS,Cuenca,Alojamiento y lavandería,0.0,BASICO
AMBOS SEXOS,Cuenca,Cocina y restauración,9.0,BASICO
AMBOS SEXOS,Cuenca,12 IMAGEN PERSONAL,5.0,BASICO
AMBOS SEXOS,Cuenca,Peluquería y estética,5.0,BASICO
AMBOS SEXOS,Cuenca,14 INDUSTRIAS ALIMENTARIAS,0.0,BASICO
AMBOS SEXOS,Cuenca,Industrias alimentarias,0.0,BASICO
AMBOS SEXOS,Cuenca,16 INFORMÁTICA Y COMUNICACIONES,33.0,BASICO
AMBOS SEXOS,Cuenca,Informática de oficina,33.0,BASICO
AMBOS SEXOS,Cuenca,Informática y comunicaciones,0.0,BASICO
AMBOS SEXOS,Cuenca,17 INSTALACIÓN Y MANTENIMIENTO,0.0,BASICO
AMBOS SEXOS,Cuenca,Mantenimiento de viviendas,0.0,BASICO
AMBOS SEXOS,Cuenca,"18 MADERA, MUEBLE Y CORCHO",3.0,BASICO
AMBOS SEXOS,Cuenca,Carpintería y mueble,3.0,BASICO
AMBOS SEXOS,Cuenca,19 MARÍTIMO-PESQUERA,0.0,BASICO
AMBOS SEXOS,Cuenca,Actividades marítimo-pesqueras,0.0,BASICO
AMBOS SEXOS,Cuenca,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,0.0,BASICO
AMBOS SEXOS,Cuenca,Actividades domésticas y limpieza de edificios,0.0,BASICO
AMBOS SEXOS,Cuenca,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,BASICO
AMBOS SEXOS,Cuenca,Arreglo y reparación de artículos textiles y de piel,0.0,BASICO
AMBOS SEXOS,Cuenca,Tapicería y cortinaje,0.0,BASICO
AMBOS SEXOS,Cuenca,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,16.0,BASICO
AMBOS SEXOS,Cuenca,Mantenimiento de embarcaciones deportivas y de recreo,0.0,BASICO
AMBOS SEXOS,Cuenca,Mantenimiento de vehículos,16.0,BASICO
